fecha,portafolio_total_mxn
2021-11-11,550000.00
2021-11-12,550000.00
2021-11-15,550000.00
2021-11-16,550000.00
2021-11-17,550000.00
2021-11-18,550000.00
2021-11-19,550000.00
2021-11-22,550000.00
2021-11-23,550000.00
2021-11-24,550000.00
2021-11-25,550000.00
2021-11-26,550000.00
2021-11-29,550000.00
2021-11-30,550000.00
2021-12-01,560000.00
2021-12-02,560000.00
2021-12-03,560000.00
2021-12-06,560000.00
2021-12-07,560000.00
2021-12-08,560000.00
2021-12-09,560000.00
2021-12-10,560000.00
2021-12-13,560000.00
2021-12-14,560000.00
2021-12-15,560000.00
2021-12-16,560000.00
2021-12-17,560000.00
2021-12-20,560000.00
2021-12-21,560000.00
2021-12-22,560000.00
2021-12-23,560000.00
2021-12-24,560000.00
2021-12-27,560000.00
2021-12-28,560000.00
2021-12-29,560000.00
2021-12-30,560000.00
2021-12-31,560000.00
2022-01-03,570000.00
2022-01-04,570000.00
2022-01-05,570000.00
2022-01-06,570000.00
2022-01-07,570000.00
2022-01-10,570000.00
2022-01-11,570000.00
2022-01-12,570000.00
2022-01-13,570000.00
2022-01-14,570000.00
2022-01-17,570000.00
2022-01-18,570000.00
2022-01-19,570000.00
2022-01-20,570000.00
2022-01-21,570000.00
2022-01-24,570000.00
2022-01-25,570000.00
2022-01-26,570000.00
2022-01-27,570000.00
2022-01-28,570000.00
2022-01-31,570000.00
2022-02-01,580000.00
2022-02-02,580000.00
2022-02-03,580000.00
2022-02-04,580000.00
2022-02-07,580000.00
2022-02-08,580000.00
2022-02-09,580000.00
2022-02-10,580000.00
2022-02-11,580000.00
2022-02-14,580000.00
2022-02-15,580000.00
2022-02-16,580000.00
2022-02-17,580000.00
2022-02-18,580000.00
2022-02-21,580000.00
2022-02-22,580000.00
2022-02-23,580000.00
2022-02-24,580000.00
2022-02-25,580000.00
2022-02-28,580000.00
2022-03-01,590000.00
2022-03-02,590000.00
2022-03-03,590000.00
2022-03-04,590000.00
2022-03-07,590000.00
2022-03-08,590000.00
2022-03-09,590000.00
2022-03-10,590000.00
2022-03-11,590000.00
2022-03-14,590000.00
2022-03-15,590000.00
2022-03-16,590000.00
2022-03-17,590000.00
2022-03-18,590000.00
2022-03-21,590000.00
2022-03-22,590000.00
2022-03-23,590000.00
2022-03-24,590000.00
2022-03-25,590000.00
2022-03-28,590000.00
2022-03-29,590000.00
2022-03-30,590000.00
2022-03-31,590000.00
2022-04-01,600000.00
2022-04-04,600000.00
2022-04-05,600000.00
2022-04-06,600000.00
2022-04-07,600000.00
2022-04-08,600000.00
2022-04-11,600000.00
2022-04-12,600000.00
2022-04-13,600000.00
2022-04-14,600000.00
2022-04-15,600000.00
2022-04-18,600000.00
2022-04-19,600000.00
2022-04-20,600000.00
2022-04-21,600000.00
2022-04-22,600000.00
2022-04-25,600000.00
2022-04-26,600000.00
2022-04-27,600000.00
2022-04-28,600000.00
2022-04-29,600000.00
2022-05-02,610000.00
2022-05-03,610000.00
2022-05-04,610000.00
2022-05-05,610000.00
2022-05-06,610000.00
2022-05-09,610000.00
2022-05-10,610000.00
2022-05-11,610000.00
2022-05-12,610000.00
2022-05-13,610000.00
2022-05-16,610000.00
2022-05-17,610000.00
2022-05-18,610000.00
2022-05-19,610000.00
2022-05-20,610000.00
2022-05-23,610000.00
2022-05-24,610000.00
2022-05-25,610000.00
2022-05-26,610000.00
2022-05-27,610000.00
2022-05-30,610000.00
2022-05-31,610000.00
2022-06-01,620000.00
2022-06-02,620000.00
2022-06-03,620000.00
2022-06-06,620000.00
2022-06-07,620000.00
2022-06-08,620000.00
2022-06-09,620000.00
2022-06-10,620000.00
2022-06-13,620000.00
2022-06-14,620000.00
2022-06-15,620000.00
2022-06-16,620000.00
2022-06-17,620000.00
2022-06-20,620000.00
2022-06-21,620000.00
2022-06-22,620000.00
2022-06-23,620000.00
2022-06-24,620000.00
2022-06-27,620000.00
2022-06-28,620000.00
2022-06-29,620000.00
2022-06-30,620000.00
2022-07-01,630000.00
2022-07-04,630000.00
2022-07-05,630000.00
2022-07-06,630000.00
2022-07-07,630000.00
2022-07-08,630000.00
2022-07-11,630000.00
2022-07-12,630000.00
2022-07-13,630000.00
2022-07-14,630000.00
2022-07-15,630000.00
2022-07-18,630000.00
2022-07-19,630000.00
2022-07-20,630000.00
2022-07-21,630000.00
2022-07-22,630000.00
2022-07-25,630000.00
2022-07-26,630000.00
2022-07-27,630000.00
2022-07-28,630000.00
2022-07-29,630000.00
2022-08-01,640000.00
2022-08-02,640000.00
2022-08-03,640000.00
2022-08-04,640000.00
2022-08-05,640000.00
2022-08-08,640000.00
2022-08-09,640000.00
2022-08-10,640000.00
2022-08-11,640000.00
2022-08-12,640000.00
2022-08-15,640000.00
2022-08-16,640000.00
2022-08-17,640000.00
2022-08-18,640000.00
2022-08-19,640000.00
2022-08-22,640000.00
2022-08-23,640000.00
2022-08-24,640000.00
2022-08-25,640000.00
2022-08-26,640000.00
2022-08-29,640000.00
2022-08-30,640000.00
2022-08-31,640000.00
2022-09-01,650000.00
2022-09-02,650000.00
2022-09-05,650000.00
2022-09-06,650000.00
2022-09-07,650000.00
2022-09-08,650000.00
2022-09-09,650000.00
2022-09-12,650000.00
2022-09-13,650000.00
2022-09-14,650000.00
2022-09-15,650000.00
2022-09-16,650000.00
2022-09-19,650000.00
2022-09-20,650000.00
2022-09-21,650000.00
2022-09-22,650000.00
2022-09-23,650000.00
2022-09-26,650000.00
2022-09-27,650000.00
2022-09-28,650000.00
2022-09-29,650000.00
2022-09-30,650000.00
2022-10-03,660000.00
2022-10-04,660000.00
2022-10-05,660000.00
2022-10-06,660000.00
2022-10-07,660000.00
2022-10-10,660000.00
2022-10-11,660000.00
2022-10-12,660000.00
2022-10-13,660000.00
2022-10-14,660000.00
2022-10-17,660000.00
2022-10-18,660000.00
2022-10-19,660000.00
2022-10-20,660000.00
2022-10-21,660000.00
2022-10-24,660000.00
2022-10-25,660000.00
2022-10-26,660000.00
2022-10-27,660000.00
2022-10-28,660000.00
2022-10-31,660000.00
2022-11-01,670000.00
2022-11-02,670000.00
2022-11-03,670000.00
2022-11-04,670000.00
2022-11-07,670000.00
2022-11-08,670000.00
2022-11-09,670000.00
2022-11-10,670000.00
2022-11-11,670000.00
2022-11-14,670000.00
2022-11-15,670000.00
2022-11-16,670000.00
2022-11-17,670000.00
2022-11-18,670000.00
2022-11-21,670000.00
2022-11-22,670000.00
2022-11-23,670000.00
2022-11-24,670000.00
2022-11-25,670000.00
2022-11-28,670000.00
2022-11-29,670000.00
2022-11-30,670000.00
2022-12-01,680000.00
2022-12-02,680000.00
2022-12-05,680000.00
2022-12-06,680000.00
2022-12-07,680000.00
2022-12-08,680000.00
2022-12-09,680000.00
2022-12-12,680000.00
2022-12-13,680000.00
2022-12-14,680000.00
2022-12-15,680000.00
2022-12-16,680000.00
2022-12-19,680000.00
2022-12-20,680000.00
2022-12-21,680000.00
2022-12-22,680000.00
2022-12-23,680000.00
2022-12-26,680000.00
2022-12-27,680000.00
2022-12-28,680000.00
2022-12-29,680000.00
2022-12-30,680000.00
2023-01-02,690000.00
2023-01-03,690000.00
2023-01-04,690000.00
2023-01-05,690000.00
2023-01-06,690000.00
2023-01-09,690000.00
2023-01-10,690000.00
2023-01-11,690000.00
2023-01-12,690000.00
2023-01-13,690000.00
2023-01-16,690000.00
2023-01-17,690000.00
2023-01-18,690000.00
2023-01-19,690000.00
2023-01-20,690000.00
2023-01-23,690000.00
2023-01-24,690000.00
2023-01-25,690000.00
2023-01-26,690000.00
2023-01-27,690000.00
2023-01-30,690000.00
2023-01-31,690000.00
2023-02-01,700000.00
2023-02-02,700000.00
2023-02-03,700000.00
2023-02-06,700000.00
2023-02-07,700000.00
2023-02-08,700000.00
2023-02-09,700000.00
2023-02-10,700000.00
2023-02-13,700000.00
2023-02-14,700000.00
2023-02-15,700000.00
2023-02-16,700000.00
2023-02-17,700000.00
2023-02-20,700000.00
2023-02-21,700000.00
2023-02-22,700000.00
2023-02-23,700000.00
2023-02-24,700000.00
2023-02-27,700000.00
2023-02-28,700000.00
2023-03-01,710000.00
2023-03-02,710000.00
2023-03-03,710000.00
2023-03-06,710000.00
2023-03-07,710000.00
2023-03-08,710000.00
2023-03-09,710000.00
2023-03-10,710000.00
2023-03-13,710000.00
2023-03-14,710000.00
2023-03-15,710000.00
2023-03-16,710000.00
2023-03-17,710000.00
2023-03-20,710000.00
2023-03-21,710000.00
2023-03-22,710000.00
2023-03-23,710000.00
2023-03-24,710000.00
2023-03-27,710000.00
2023-03-28,710000.00
2023-03-29,710000.00
2023-03-30,710000.00
2023-03-31,710000.00
2023-04-03,720000.00
2023-04-04,720000.00
2023-04-05,720000.00
2023-04-06,720000.00
2023-04-07,720000.00
2023-04-10,720000.00
2023-04-11,720000.00
2023-04-12,720000.00
2023-04-13,720000.00
2023-04-14,720000.00
2023-04-17,720000.00
2023-04-18,720000.00
2023-04-19,720000.00
2023-04-20,720000.00
2023-04-21,720000.00
2023-04-24,720000.00
2023-04-25,720000.00
2023-04-26,720000.00
2023-04-27,720000.00
2023-04-28,720000.00
2023-05-01,730000.00
2023-05-02,730000.00
2023-05-03,730000.00
2023-05-04,730000.00
2023-05-05,730000.00
2023-05-08,730000.00
2023-05-09,730000.00
2023-05-10,730000.00
2023-05-11,730000.00
2023-05-12,730000.00
2023-05-15,730000.00
2023-05-16,730000.00
2023-05-17,730000.00
2023-05-18,730000.00
2023-05-19,730000.00
2023-05-22,730000.00
2023-05-23,730000.00
2023-05-24,730000.00
2023-05-25,730000.00
2023-05-26,730000.00
2023-05-29,730000.00
2023-05-30,730000.00
2023-05-31,730000.00
2023-06-01,740000.00
2023-06-02,740000.00
2023-06-05,740000.00
2023-06-06,740000.00
2023-06-07,740000.00
2023-06-08,740000.00
2023-06-09,740000.00
2023-06-12,740000.00
2023-06-13,740000.00
2023-06-14,740000.00
2023-06-15,740000.00
2023-06-16,740000.00
2023-06-19,740000.00
2023-06-20,740000.00
2023-06-21,740000.00
2023-06-22,740000.00
2023-06-23,740000.00
2023-06-26,740000.00
2023-06-27,740000.00
2023-06-28,740000.00
2023-06-29,740000.00
2023-06-30,740000.00
2023-07-03,750000.00
2023-07-04,750000.00
2023-07-05,750000.00
2023-07-06,750000.00
2023-07-07,750000.00
2023-07-10,750000.00
2023-07-11,750000.00
2023-07-12,750000.00
2023-07-13,750000.00
2023-07-14,750000.00
2023-07-17,750000.00
2023-07-18,750000.00
2023-07-19,750000.00
2023-07-20,750000.00
2023-07-21,750000.00
2023-07-24,750000.00
2023-07-25,750000.00
2023-07-26,750000.00
2023-07-27,750000.00
2023-07-28,750000.00
2023-07-31,750000.00
2023-08-01,760000.00
2023-08-02,760000.00
2023-08-03,760000.00
2023-08-04,760000.00
2023-08-07,760000.00
2023-08-08,760000.00
2023-08-09,760000.00
2023-08-10,760000.00
2023-08-11,760000.00
2023-08-14,760000.00
2023-08-15,760000.00
2023-08-16,760000.00
2023-08-17,760000.00
2023-08-18,760000.00
2023-08-21,760000.00
2023-08-22,760000.00
2023-08-23,760000.00
2023-08-24,760000.00
2023-08-25,760000.00
2023-08-28,760000.00
2023-08-29,760000.00
2023-08-30,760000.00
2023-08-31,760000.00
2023-09-01,770000.00
2023-09-04,770000.00
2023-09-05,770000.00
2023-09-06,770000.00
2023-09-07,770000.00
2023-09-08,770000.00
2023-09-11,770000.00
2023-09-12,770000.00
2023-09-13,770000.00
2023-09-14,770000.00
2023-09-15,770000.00
2023-09-18,770000.00
2023-09-19,770000.00
2023-09-20,770000.00
2023-09-21,770000.00
2023-09-22,770000.00
2023-09-25,770000.00
2023-09-26,770000.00
2023-09-27,770000.00
2023-09-28,770000.00
2023-09-29,770000.00
2023-10-02,780000.00
2023-10-03,780000.00
2023-10-04,780000.00
2023-10-05,780000.00
2023-10-06,780000.00
2023-10-09,780000.00
2023-10-10,780000.00
2023-10-11,780000.00
2023-10-12,780000.00
2023-10-13,780000.00
2023-10-16,780000.00
2023-10-17,780000.00
2023-10-18,780000.00
2023-10-19,780000.00
2023-10-20,780000.00
2023-10-23,780000.00
2023-10-24,780000.00
2023-10-25,780000.00
2023-10-26,780000.00
2023-10-27,780000.00
2023-10-30,780000.00
2023-10-31,780000.00
2023-11-01,790000.00
2023-11-02,790000.00
2023-11-03,790000.00
2023-11-06,790000.00
2023-11-07,790000.00
2023-11-08,790000.00
2023-11-09,790000.00
2023-11-10,790000.00
2023-11-13,790000.00
2023-11-14,790000.00
2023-11-15,790000.00
2023-11-16,790000.00
2023-11-17,790000.00
2023-11-20,790000.00
2023-11-21,790000.00
2023-11-22,790000.00
2023-11-23,790000.00
2023-11-24,790000.00
2023-11-27,790000.00
2023-11-28,790000.00
2023-11-29,790000.00
2023-11-30,790000.00
2023-12-01,800000.00
2023-12-04,800000.00
2023-12-05,800000.00
2023-12-06,800000.00
2023-12-07,800000.00
2023-12-08,800000.00
2023-12-11,800000.00
2023-12-12,800000.00
2023-12-13,800000.00
2023-12-14,800000.00
2023-12-15,800000.00
2023-12-18,800000.00
2023-12-19,800000.00
2023-12-20,800000.00
2023-12-21,800000.00
2023-12-22,800000.00
2023-12-25,800000.00
2023-12-26,800000.00
2023-12-27,800000.00
2023-12-28,800000.00
2023-12-29,800000.00
2024-01-01,810000.00
2024-01-02,810000.00
2024-01-03,810000.00
2024-01-04,810000.00
2024-01-05,810000.00
2024-01-08,810000.00
2024-01-09,810000.00
2024-01-10,810000.00
2024-01-11,810000.00
2024-01-12,810000.00
2024-01-15,810000.00
2024-01-16,810000.00
2024-01-17,810000.00
2024-01-18,810000.00
2024-01-19,810000.00
2024-01-22,810000.00
2024-01-23,810000.00
2024-01-24,810000.00
2024-01-25,810000.00
2024-01-26,810000.00
2024-01-29,810000.00
2024-01-30,810000.00
2024-01-31,810000.00
2024-02-01,820000.00
2024-02-02,820000.00
2024-02-05,820000.00
2024-02-06,820000.00
2024-02-07,820000.00
2024-02-08,820000.00
2024-02-09,820000.00
2024-02-12,820000.00
2024-02-13,820000.00
2024-02-14,820000.00
2024-02-15,820000.00
2024-02-16,820000.00
2024-02-19,820000.00
2024-02-20,820000.00
2024-02-21,820000.00
2024-02-22,820000.00
2024-02-23,820000.00
2024-02-26,820000.00
2024-02-27,820000.00
2024-02-28,820000.00
2024-02-29,820000.00
2024-03-01,830000.00
2024-03-04,830000.00
2024-03-05,830000.00
2024-03-06,830000.00
2024-03-07,830000.00
2024-03-08,830000.00
2024-03-11,830000.00
2024-03-12,830000.00
2024-03-13,830000.00
2024-03-14,830000.00
2024-03-15,830000.00
2024-03-18,830000.00
2024-03-19,830000.00
2024-03-20,830000.00
2024-03-21,830000.00
2024-03-22,830000.00
2024-03-25,830000.00
2024-03-26,830000.00
2024-03-27,830000.00
2024-03-28,830000.00
2024-03-29,830000.00
2024-04-01,840000.00
2024-04-02,840000.00
2024-04-03,840000.00
2024-04-04,840000.00
2024-04-05,840000.00
2024-04-08,840000.00
2024-04-09,840000.00
2024-04-10,840000.00
2024-04-11,840000.00
2024-04-12,840000.00
2024-04-15,840000.00
2024-04-16,840000.00
2024-04-17,840000.00
2024-04-18,840000.00
2024-04-19,840000.00
2024-04-22,840000.00
2024-04-23,840000.00
2024-04-24,840000.00
2024-04-25,840000.00
2024-04-26,840000.00
2024-04-29,840000.00
2024-04-30,840000.00
2024-05-01,850000.00
2024-05-02,850000.00
2024-05-03,850000.00
2024-05-06,850000.00
2024-05-07,850000.00
2024-05-08,850000.00
2024-05-09,850000.00
2024-05-10,850000.00
2024-05-13,850000.00
2024-05-14,850000.00
2024-05-15,850000.00
2024-05-16,850000.00
2024-05-17,850000.00
2024-05-20,850000.00
2024-05-21,850000.00
2024-05-22,850000.00
2024-05-23,850000.00
2024-05-24,850000.00
2024-05-27,850000.00
2024-05-28,850000.00
2024-05-29,850000.00
2024-05-30,850000.00
2024-05-31,850000.00
2024-06-03,860000.00
2024-06-04,860000.00
2024-06-05,860000.00
2024-06-06,860000.00
2024-06-07,860000.00
2024-06-10,860000.00
2024-06-11,860000.00
2024-06-12,860000.00
2024-06-13,860000.00
2024-06-14,860000.00
2024-06-17,860000.00
2024-06-18,860000.00
2024-06-19,860000.00
2024-06-20,860000.00
2024-06-21,860000.00
2024-06-24,860000.00
2024-06-25,860000.00
2024-06-26,860000.00
2024-06-27,860000.00
2024-06-28,860000.00
2024-07-01,870000.00
2024-07-02,870000.00
2024-07-03,870000.00
2024-07-04,870000.00
2024-07-05,870000.00
2024-07-08,870000.00
2024-07-09,870000.00
2024-07-10,870000.00
2024-07-11,870000.00
2024-07-12,870000.00
2024-07-15,870000.00
2024-07-16,870000.00
2024-07-17,870000.00
2024-07-18,870000.00
2024-07-19,870000.00
2024-07-22,870000.00
2024-07-23,870000.00
2024-07-24,870000.00
2024-07-25,870000.00
2024-07-26,870000.00
2024-07-29,870000.00
2024-07-30,870000.00
2024-07-31,870000.00
2024-08-01,880000.00
2024-08-02,880000.00
2024-08-05,880000.00
2024-08-06,880000.00
2024-08-07,880000.00
2024-08-08,880000.00
2024-08-09,880000.00
2024-08-12,880000.00
2024-08-13,880000.00
2024-08-14,880000.00
2024-08-15,880000.00
2024-08-16,880000.00
2024-08-19,880000.00
2024-08-20,880000.00
2024-08-21,880000.00
2024-08-22,880000.00
2024-08-23,880000.00
2024-08-26,880000.00
2024-08-27,880000.00
2024-08-28,880000.00
2024-08-29,880000.00
2024-08-30,880000.00
2024-09-02,890000.00
2024-09-03,890000.00
2024-09-04,890000.00
2024-09-05,890000.00
2024-09-06,890000.00
2024-09-09,890000.00
2024-09-10,890000.00
2024-09-11,890000.00
2024-09-12,890000.00
2024-09-13,890000.00
2024-09-16,890000.00
2024-09-17,890000.00
2024-09-18,890000.00
2024-09-19,890000.00
2024-09-20,890000.00
2024-09-23,890000.00
2024-09-24,890000.00
2024-09-25,890000.00
2024-09-26,890000.00
2024-09-27,890000.00
2024-09-30,890000.00
2024-10-01,900000.00
2024-10-02,900000.00
2024-10-03,900000.00
2024-10-04,900000.00
2024-10-07,900000.00
2024-10-08,900000.00
2024-10-09,900000.00
2024-10-10,900000.00
2024-10-11,900000.00
2024-10-14,900000.00
2024-10-15,900000.00
2024-10-16,900000.00
2024-10-17,900000.00
2024-10-18,900000.00
2024-10-21,900000.00
2024-10-22,900000.00
2024-10-23,900000.00
2024-10-24,900000.00
2024-10-25,900000.00
2024-10-28,900000.00
2024-10-29,900000.00
2024-10-30,900000.00
2024-10-31,900000.00
2024-11-01,910000.00
2024-11-04,910000.00
2024-11-05,910000.00
2024-11-06,910000.00
2024-11-07,910000.00
2024-11-08,910000.00
2024-11-11,910000.00
2024-11-12,910000.00
2024-11-13,910000.00
2024-11-14,910000.00
2024-11-15,910000.00
2024-11-18,910000.00
2024-11-19,910000.00
2024-11-20,910000.00
2024-11-21,910000.00
2024-11-22,910000.00
2024-11-25,910000.00
2024-11-26,910000.00
2024-11-27,910000.00
2024-11-28,910000.00
2024-11-29,910000.00
2024-12-02,920000.00
2024-12-03,920000.00
2024-12-04,920000.00
2024-12-05,920000.00
2024-12-06,920000.00
2024-12-09,920000.00
2024-12-10,920000.00
2024-12-11,920000.00
2024-12-12,920000.00
2024-12-13,920000.00
2024-12-16,920000.00
2024-12-17,920000.00
2024-12-18,920000.00
2024-12-19,920000.00
2024-12-20,920000.00
2024-12-23,920000.00
2024-12-24,920000.00
2024-12-25,920000.00
2024-12-26,920000.00
2024-12-27,920000.00
2024-12-30,920000.00
2024-12-31,920000.00
2025-01-01,930000.00
2025-01-02,930000.00
2025-01-03,930000.00
2025-01-06,930000.00
2025-01-07,930000.00
2025-01-08,930000.00
2025-01-09,930000.00
2025-01-10,930000.00
2025-01-13,930000.00
2025-01-14,930000.00
2025-01-15,930000.00
2025-01-16,930000.00
2025-01-17,930000.00
2025-01-20,930000.00
2025-01-21,930000.00
2025-01-22,930000.00
2025-01-23,930000.00
2025-01-24,930000.00
2025-01-27,930000.00
2025-01-28,930000.00
2025-01-29,930000.00
2025-01-30,930000.00
2025-01-31,930000.00
2025-02-03,940000.00
2025-02-04,940000.00
2025-02-05,940000.00
2025-02-06,940000.00
2025-02-07,940000.00
2025-02-10,940000.00
2025-02-11,940000.00
2025-02-12,940000.00
2025-02-13,940000.00
2025-02-14,940000.00
2025-02-17,940000.00
2025-02-18,940000.00
2025-02-19,940000.00
2025-02-20,940000.00
2025-02-21,940000.00
2025-02-24,940000.00
2025-02-25,940000.00
2025-02-26,940000.00
2025-02-27,940000.00
2025-02-28,940000.00
2025-03-03,950000.00
2025-03-04,950000.00
2025-03-05,950000.00
2025-03-06,950000.00
2025-03-07,950000.00
2025-03-10,950000.00
2025-03-11,950000.00
2025-03-12,950000.00
2025-03-13,950000.00
2025-03-14,950000.00
2025-03-17,950000.00
2025-03-18,950000.00
2025-03-19,950000.00
2025-03-20,950000.00
2025-03-21,950000.00
2025-03-24,950000.00
2025-03-25,950000.00
2025-03-26,950000.00
2025-03-27,950000.00
2025-03-28,950000.00
2025-03-31,950000.00
2025-04-01,960000.00
2025-04-02,960000.00
2025-04-03,960000.00
2025-04-04,960000.00
2025-04-07,960000.00
2025-04-08,960000.00
2025-04-09,960000.00
2025-04-10,960000.00
2025-04-11,960000.00
2025-04-14,960000.00
2025-04-15,960000.00
2025-04-16,960000.00
2025-04-17,960000.00
2025-04-18,960000.00
2025-04-21,960000.00
2025-04-22,960000.00
2025-04-23,960000.00
2025-04-24,960000.00
2025-04-25,960000.00
2025-04-28,960000.00
2025-04-29,960000.00
2025-04-30,960000.00
2025-05-01,970000.00
2025-05-02,970000.00
2025-05-05,970000.00
2025-05-06,970000.00
2025-05-07,970000.00
2025-05-08,970000.00
2025-05-09,970000.00
2025-05-12,970000.00
2025-05-13,970000.00
2025-05-14,970000.00
2025-05-15,970000.00
2025-05-16,970000.00
2025-05-19,970000.00
2025-05-20,970000.00
2025-05-21,970000.00
2025-05-22,970000.00
2025-05-23,970000.00
2025-05-26,970000.00
2025-05-27,970000.00
2025-05-28,970000.00
2025-05-29,970000.00
2025-05-30,970000.00
2025-06-02,980000.00
2025-06-03,980000.00
2025-06-04,980000.00
2025-06-05,980000.00
2025-06-06,980000.00
2025-06-09,980000.00
2025-06-10,980000.00
2025-06-11,980000.00
2025-06-12,980000.00
2025-06-13,980000.00
2025-06-16,980000.00
2025-06-17,980000.00
2025-06-18,980000.00
